0,1.05893
0.00390625,0.999357
0.0078125,0.933132
0.0117188,0.744792
0.015625,0.664672
0.0195313,0.328846
0.0234375,0.136133
0.0273438,-0.00837916
0.03125,-0.131494
0.0351563,-0.1437
0.0390625,-0.182276
0.0429688,-0.215992
0.046875,-0.128979
0.0507813,-0.131278
0.0546875,-0.0675223
0.0585938,0.0027252
0.0625,0.0467067
0.0664063,-0.078859
0.0703125,-0.0658536
0.0742188,0.0626352
0.078125,-0.0462435
0.0820313,0.0476623
0.0859375,0.0535328
0.0898438,0.122938
0.09375,0.0501136
0.0976563,0.034033
0.101563,0.0919253
0.105469,0.108374
0.109375,0.0667457
0.113281,0.0351678
0.117188,-0.00115748
0.121094,0.0896459
0.125,0.0288452
0.128906,-0.0102636
0.132813,0.136738
0.136719,0.0397245
0.140625,0.0856079
0.144531,0.141222
0.148438,0.0826385
0.152344,0.165799
0.15625,0.105852
0.160156,0.172638
0.164063,0.186488
0.167969,0.144543
0.171875,0.0710717
0.175781,0.145054
0.179688,0.176092
0.183594,0.158212
0.1875,0.157025
0.191406,0.29588
0.195313,0.231833
0.199219,0.338024
0.203125,0.253539
0.207031,0.344064
0.210938,0.284527
0.214844,0.381661
0.21875,0.385494
0.222656,0.324123
0.226563,0.305506
0.230469,0.433373
0.234375,0.477326
0.238281,0.364201
0.242188,0.44309
0.246094,0.405536
0.25,0.4922
0.253906,0.485606
0.257813,0.370194
0.261719,0.512566
0.265625,0.540046
0.269531,0.445303
0.273438,0.518052
0.277344,0.456006
0.28125,0.364917
0.285156,0.367834
0.289063,0.40163
0.292969,0.460996
0.296875,0.466174
0.300781,0.447784
0.304688,0.341301
0.308594,0.371422
0.3125,0.268949
0.316406,0.259113
0.320313,0.249429
0.324219,0.343
0.328125,0.291218
0.332031,0.214958
0.335938,0.260874
0.339844,0.176372
0.34375,0.143037
0.347656,0.287679
0.351563,0.21553
0.355469,0.275687
0.359375,0.215986
0.363281,0.180708
0.367188,0.215402
0.371094,0.217034
0.375,0.228714
0.378906,0.0215511
0.382813,0.18583
0.386719,0.1273
0.390625,0.195534
0.394531,0.0965174
0.398438,0.0809704
0.402344,0.140033
0.40625,0.0206099
0.410156,0.0704855
0.414063,0.147377
0.417969,0.0789603
0.421875,0.130335
0.425781,0.106715
0.429688,0.074257
0.433594,0.00483191
0.4375,0.0875146
0.441406,-0.0300366
0.445313,0.0777518
0.449219,0.084268
0.453125,0.0977437
0.457031,0.129822
0.460938,0.148143
0.464844,0.105601
0.46875,0.0682866
0.472656,0.137946
0.476563,0.068663
0.480469,-0.0435304
0.484375,-0.0222684
0.488281,0.12664
0.492188,0.0515385
0.496094,0.12427
0.5,-0.00217019
0.503906,0.0670832
0.507813,0.0832982
0.511719,-0.0355677
0.515625,0.081701
0.519531,0.031973
0.523438,-0.0298655
0.527344,0.0588815
0.53125,0.000209182
0.535156,-0.0129383
0.539063,0.0042788
0.542969,-0.00678231
0.546875,0.00246806
0.550781,-0.0260747
0.554688,0.0931759
0.558594,0.0232501
0.5625,0.075334
0.566406,0.107382
0.570313,0.0689022
0.574219,0.0769642
0.578125,0.0595603
0.582031,-0.00397555
0.585938,0.0700185
0.589844,0.143251
0.59375,0.148137
0.597656,0.028107
0.601563,0.0164351
0.605469,0.0884327
0.609375,0.104194
0.613281,0.060235
0.617188,0.0187268
0.621094,0.167828
0.625,-0.00462437
0.628906,0.000835874
0.632813,0.00885075
0.636719,0.0145025
0.640625,0.106193
0.644531,0.0975606
0.648438,-0.00591114
0.652344,0.17083
0.65625,0.131315
0.660156,0.134244
0.664063,0.000579408
0.667969,0.161378
0.671875,0.177776
0.675781,0.189649
